# k is in unit of [h/Mpc] and S_i/plin is in unit of [(Mpc/h)^3] 
# k 		 S1/p_lin	   S2/p_lin		S3/p_lin	 S4/p_lin		S5/p_lin	S6/p_lin	 S7/p_lin	   S8/p_lin		S9/p_lin	  S10/p_lin	   S11/p_lin	 S12/p_lin	  S13/p_lin		 S14/p_lin			
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
7.318121e-01 2.997570e-07 1.575708e-07 -3.240318e-08 1.030042e-07 1.967496e-07 5.252358e-08 -1.080130e-08 1.767627e-07 1.083279e-07 2.719306e-08 -9.976654e-09 1.181016e-07 3.662865e-08 2.871493e-08
7.385168e-01 2.311705e-07 1.214512e-07 -2.465056e-08 7.940607e-08 1.517682e-07 4.048470e-08 -8.217125e-09 1.363560e-07 8.365785e-08 2.100403e-08 -7.615023e-09 9.118771e-08 2.830851e-08 2.218920e-08
7.452215e-01 1.778801e-07 9.340311e-08 -1.871127e-08 6.107497e-08 1.168028e-07 3.113396e-08 -6.237102e-09 1.049448e-07 6.445636e-08 1.618559e-08 -5.799027e-09 7.024528e-08 2.182761e-08 1.710715e-08
7.519262e-01 1.365801e-07 7.167974e-08 -1.417531e-08 4.687418e-08 8.969870e-08 2.389231e-08 -4.724971e-09 8.059240e-08 4.955224e-08 1.244514e-08 -4.406875e-09 5.399134e-08 1.679238e-08 1.315895e-08
7.586309e-01 1.046182e-07 5.487695e-08 -1.071371e-08 3.589347e-08 6.872585e-08 1.829260e-08 -3.571179e-09 6.175126e-08 3.800751e-08 9.547079e-09 -3.341408e-09 4.140475e-08 1.288931e-08 1.009908e-08
7.653356e-01 7.997163e-08 4.192659e-08 -8.080430e-09 2.742650e-08 5.254380e-08 1.397538e-08 -2.693523e-09 4.721219e-08 2.908875e-08 7.307845e-09 -2.528093e-09 3.168250e-08 9.871490e-09 7.733454e-09
7.720403e-01 6.099719e-08 3.196270e-08 -6.082238e-09 2.091269e-08 4.008685e-08 1.065441e-08 -2.027245e-09 3.602110e-08 2.221606e-08 5.581918e-09 -1.908626e-09 2.419284e-08 7.544480e-09 5.909739e-09
7.787450e-01 4.642512e-08 2.431443e-08 -4.568087e-09 1.591016e-08 3.051509e-08 8.104838e-09 -1.522654e-09 2.742040e-08 1.692854e-08 4.253891e-09 -1.437679e-09 1.843154e-08 5.752786e-09 4.505796e-09
7.854497e-01 3.525172e-08 1.845327e-08 -3.423568e-09 1.207729e-08 2.317632e-08 6.151437e-09 -1.141206e-09 2.082642e-08 1.287009e-08 3.234425e-09 -1.080677e-09 1.401020e-08 4.376454e-09 3.427376e-09
7.921544e-01 2.670998e-08 1.397512e-08 -2.560509e-09 9.147366e-09 1.756309e-08 4.658442e-09 -8.534977e-10 1.578223e-08 9.762160e-09 2.453639e-09 -8.105931e-10 1.062476e-08 3.321606e-09 2.600889e-09
7.988591e-01 2.019423e-08 1.056078e-08 -1.910817e-09 6.913406e-09 1.328085e-08 3.520269e-09 -6.369268e-10 1.193438e-08 7.389023e-09 1.857354e-09 -6.066076e-10 8.040553e-09 2.515748e-09 1.969678e-09
8.055638e-01 1.523382e-08 7.962845e-09 -1.422967e-09 5.213594e-09 1.002065e-08 2.654345e-09 -4.742805e-10 9.005072e-09 5.580581e-09 1.402893e-09 -4.529294e-10 6.071728e-09 1.901266e-09 1.488448e-09
8.122685e-01 1.146723e-08 5.991120e-09 -1.057365e-09 3.923241e-09 7.544282e-09 1.997092e-09 -3.524724e-10 6.779708e-09 4.205277e-09 1.057272e-09 -3.375664e-10 4.574473e-09 1.433526e-09 1.122113e-09
8.189732e-01 8.612497e-09 4.497516e-09 -7.840134e-10 2.945504e-09 5.666963e-09 1.499168e-09 -2.613437e-10 5.092735e-09 3.161709e-09 7.949577e-10 -2.509556e-10 3.438767e-09 1.078449e-09 8.441001e-10
8.256779e-01 6.454572e-09 3.369054e-09 -5.801158e-10 2.206803e-09 4.247836e-09 1.123030e-09 -1.933690e-10 3.817506e-09 2.372109e-09 5.964739e-10 -1.861735e-10 2.579561e-09 8.096049e-10 6.336159e-10
8.323826e-01 4.826578e-09 2.518153e-09 -4.283618e-10 1.649665e-09 3.176921e-09 8.393833e-10 -1.427872e-10 2.855118e-09 1.775617e-09 4.465144e-10 -1.378342e-10 1.930573e-09 6.063592e-10 4.744980e-10
8.390872e-01 3.601130e-09 1.877944e-09 -3.155851e-10 1.230379e-09 2.370579e-09 6.259518e-10 -1.051967e-10 2.130390e-09 1.326017e-09 3.334733e-10 -1.018056e-10 1.441457e-09 4.530610e-10 3.544902e-10
8.457919e-01 2.681335e-09 1.397657e-09 -2.320663e-10 9.158823e-10 1.765429e-09 4.658849e-10 -7.736390e-11 1.586602e-09 9.883599e-10 2.485775e-10 -7.506322e-11 1.074242e-09 3.378807e-10 2.643463e-10
8.524966e-01 1.991659e-09 1.037686e-09 -1.702034e-10 6.800849e-10 1.311527e-09 3.458876e-10 -5.673807e-11 1.178715e-09 7.348820e-10 1.848322e-10 -5.518592e-11 7.986222e-10 2.513694e-10 1.966460e-10
8.592013e-01 1.476326e-09 7.688544e-10 -1.246083e-10 5.039615e-10 9.723070e-10 2.562770e-10 -4.153946e-11 8.738632e-10 5.452526e-10 1.371460e-10 -4.050033e-11 5.924585e-10 1.866061e-10 1.459693e-10
8.659060e-01 1.091945e-09 5.684257e-10 -9.103504e-11 3.726621e-10 7.192938e-10 1.894786e-10 -3.035271e-11 6.464972e-10 4.036992e-10 1.015470e-10 -2.966734e-11 4.385935e-10 1.382352e-10 1.081243e-10
8.726107e-01 8.057638e-10 4.192710e-10 -6.635312e-11 2.749199e-10 5.308700e-10 1.397621e-10 -2.212205e-11 4.771521e-10 2.981883e-10 7.500892e-11 -2.167109e-11 3.239171e-10 1.021610e-10 7.990216e-11
8.793154e-01 5.933091e-10 3.085920e-10 -4.826183e-11 2.023771e-10 3.909540e-10 1.028680e-10 -1.609177e-11 3.513951e-10 2.197657e-10 5.528411e-11 -1.580111e-11 2.386888e-10 7.532947e-11 5.891065e-11
8.860201e-01 4.359412e-10 2.266479e-10 -3.503312e-11 1.486595e-10 2.873030e-10 7.555288e-11 -1.168012e-11 2.582415e-10 1.616291e-10 4.066052e-11 -1.149500e-11 1.755249e-10 5.543117e-11 4.334693e-11
8.927248e-01 3.196082e-10 1.660985e-10 -2.537677e-11 1.089540e-10 2.106545e-10 5.536627e-11 -8.459949e-12 1.893442e-10 1.185947e-10 2.983555e-11 -8.344549e-12 1.287699e-10 4.069133e-11 3.181725e-11
8.994295e-01 2.337922e-10 1.214498e-10 -1.833785e-11 7.967621e-11 1.541126e-10 4.048288e-11 -6.112706e-12 1.385234e-10 8.682817e-11 2.184407e-11 -6.042185e-12 9.426493e-11 2.980685e-11 2.330500e-11
9.061342e-01 1.706401e-10 8.860753e-11 -1.322397e-11 5.813975e-11 1.125007e-10 2.953598e-11 -4.408225e-12 1.011225e-10 6.343018e-11 1.595798e-11 -4.366988e-12 6.885326e-11 2.178491e-11 1.703155e-11
9.128389e-01 1.242291e-10 6.448518e-11 -9.518531e-12 4.228452e-11 8.184971e-11 2.148006e-11 -3.172857e-12 7.351602e-11 4.614077e-11 1.160884e-11 -3.147432e-12 5.003920e-11 1.583988e-11 1.237224e-11
9.195436e-01 9.026462e-11 4.683213e-11 -6.826787e-12 3.071088e-11 5.947712e-11 1.559724e-11 -2.272207e-12 5.342158e-11 3.355903e-11 8.441221e-12 -2.256360e-12 3.639330e-11 1.152951e-11 9.007110e-12
9.262483e-01 6.545958e-11 3.395245e-11 -4.897942e-12 2.226889e-11 4.313857e-11 1.130921e-11 -1.632518e-12 3.874725e-11 2.435249e-11 6.127158e-12 -1.626006e-12 2.640303e-11 8.367780e-12 6.535039e-12
9.329530e-01 4.735765e-11 2.455418e-11 -3.502297e-12 1.610716e-11 3.121342e-11 8.178807e-12 -1.167474e-12 2.803600e-11 1.763197e-11 4.436383e-12 -1.165410e-12 1.911354e-11 6.060880e-12 4.732868e-12
9.396577e-01 3.420299e-11 1.772633e-11 -2.498707e-12 1.163912e-11 2.256359e-11 5.908827e-12 -8.332401e-13 2.028408e-11 1.276608e-11 3.212132e-12 -8.344541e-13 1.384880e-11 4.394166e-12 3.434120e-12
9.463624e-01 2.463077e-11 1.276108e-11 -1.779576e-12 8.375290e-12 1.624167e-11 4.251543e-12 -5.934000e-13 1.459187e-11 9.188795e-12 2.312089e-12 -5.949526e-13 9.960287e-12 3.161867e-12 2.469182e-12
9.530671e-01 1.770408e-11 9.169165e-12 -1.264578e-12 6.018530e-12 1.167550e-11 3.054826e-12 -4.216589e-13 1.048972e-11 6.609771e-12 1.663157e-12 -4.235453e-13 7.163980e-12 2.275421e-12 1.776860e-12
9.597718e-01 1.269833e-11 6.573809e-12 -8.957073e-13 4.318233e-12 8.380490e-12 2.191342e-12 -2.985960e-13 7.534026e-12 4.751023e-12 1.195392e-12 -3.006689e-13 5.152022e-12 1.637511e-12 1.279538e-12
9.664765e-01 9.087870e-12 4.703127e-12 -6.338970e-13 3.089816e-12 5.998502e-12 1.567791e-12 -2.113141e-13 5.392670e-12 3.402715e-12 8.561571e-13 -2.131778e-13 3.689423e-12 1.173242e-12 9.166850e-13
9.731812e-01 6.484388e-12 3.354497e-12 -4.469070e-13 2.201324e-12 4.275461e-12 1.116887e-12 -1.486989e-13 3.839194e-12 2.424170e-12 6.098512e-13 -1.499421e-13 2.625345e-12 8.353776e-13 6.520431e-13
9.798859e-01 4.620031e-12 2.389217e-12 -3.148504e-13 1.568185e-12 3.046775e-12 7.955512e-13 -1.047584e-13 2.736053e-12 1.728654e-12 4.348788e-13 -1.058242e-13 1.872002e-12 5.959723e-13 4.651802e-13
9.865906e-01 3.284292e-12 1.697856e-12 -2.212731e-13 1.114495e-12 2.165998e-12 5.653141e-13 -7.362915e-14 1.945067e-12 1.229621e-12 3.093381e-13 -7.451433e-14 1.331398e-12 4.240764e-13 3.309823e-13
9.932953e-01 2.326763e-12 1.202412e-12 -1.549533e-13 7.879425e-13 1.531982e-12 3.996499e-13 -5.143446e-14 1.373217e-12 8.686545e-13 2.184880e-13 -5.199258e-14 9.388821e-13 2.992134e-13 2.331626e-13
1.000000e+00 1.649906e-12 8.524009e-13 -1.087748e-13 5.604910e-13 1.089862e-12 2.842114e-13 -3.628323e-14 9.801126e-13 6.202350e-13 1.560616e-13 -3.696209e-14 6.722679e-13 2.143091e-13 1.674297e-13

